system,user,new_system,new_user,lev_sys,jac_sys,cos_sys,dam_sys,lev_user,jac_user,cos_user,dam_user
What name should I use for the event and what time? Is the event happening at 458 B Street?,Yes. Please call it Restaurant reservation for 4 at Mariscos El Patron and the event time is 19:30.,What name should I use for the event and what time? Is the event happening at 458 B Street?,Yes. Please call it Restaurant reservation for 4 at Mariscos El Patron and the event time is 19:30.,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
The car is on its way.,Will this dent my wallet? How long will it take?,The car is en route.,Will this dent my wallet? How long will it take?,0.6363636363636364,0.375,0.5477225575051661,0.6363636363636364,1.0,1.0,1.0,1.0
"There is Wilford Lane Apartments located at 160 Wilford Lane it has 4 bedrooms and 3 bathrooms for $5,250 per month.","That apartment sounds good, I would like to schedule a visit.","There is Wilford Lane Apartments located at 160 Wilford Lane it has 4 bedrooms and 3 bathrooms for $5,250 per month.","That apartment sounds good, I would like to schedule a visit.",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
"You can contact them at 415-561-4900 and unfortunately, entry to this attraction is not free.","I see, could you make a reservation for the bus to visit this area please?","You can contact them at 415-561-4900 and unfortunately, entry to this attraction is not free.","I see, could you make a reservation for the bus to visit this area please?",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
What date are you interested in?,The 9th of this month and I would like a regular show.,What date are you interested in?,"I'm interested in the 9th of this month, and I would prefer a regular show.",1.0,1.0,1.0,1.0,0.6666666666666667,0.5,0.6708203932499369,0.6666666666666667
Would you like me to schedule a visit for you?,No. That will be all. Bye!,Would you like me to schedule a visit for you?,No. That will be all. Bye!,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
I was unable to schedule you for that time. How about an appointment at Sofia African Hair Braiding for 4 pm on March 5th?,"Sure, that works too.",I was unable to schedule you for that time. How about an appointment at Sofia African Hair Braiding for 4 pm on March 5th?,"Sure, that works too.",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
That's like goes to JFK International Airport.,"Perfect, I'll take that.",That's like goes to JFK International Airport.,"Perfect, I'll take that.",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Their phone is 916-445-4422 and yes it's child-friendly.,I would like to find a house to stay there for two with a rating of 3.5.,Their phone is 916-445-4422 and yes it's child-friendly.,I'm looking for a cozy place for a two-person getaway with a decent rating of 3.5.,1.0,1.0,1.0,1.0,0.4512195121951219,0.26923076923076916,0.42443734381358267,0.4512195121951219
"Great, thank you. Your appointment has been set.",What is their phone number?,"Great, thank you. Your appointment has been set.",What is their phone number?,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
"No, the ticket is non refundable.",Are there any other available flights? It is for one person.,"No, the ticket is non refundable.",Are there any other available flights? It is for one person.,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
"What location will you depart from, and is there an airline you prefer, such as Alaska Airlines, Delta Airlines, or some other? What day do you intend to depart?","I am departing on the 1st of this month from LA, and I'd like to get American Airlines.","What location will you depart from, and is there an airline you prefer, such as Alaska Airlines, Delta Airlines, or some other? What day do you intend to depart?","I am departing on the 1st of this month from LA, and I'd like to get American Airlines.",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
,Would you look for 1 hotel room?,Would you like to explore different hotel options and experience new accommodations?,Would you look for 1 hotel room?,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
It's a pop show,And where do I find it? What time?,It's a pop show.,And where do I find it? What time?,0.9375,0.6,0.75,0.9375,1.0,1.0,1.0,1.0
"Do you wish to have consultation with Carla Stelling, Md, a Gynecologist in Oakland?",Yup that would work.,"Do you wish to have consultation with Carla Stelling, Md, a Gynecologist in Oakland?","Yes, that sounds good to me.",1.0,1.0,1.0,1.0,0.4642857142857143,0.11111111111111116,0.20412414523193156,0.4642857142857143
The flight takes off from McCarran International Airport but it is not a refundable ticket.,Thank you. I also need to find 1 hotel room there.,The flight takes off from McCarran International Airport but it is not a refundable ticket.,Thank you. I also need to find 1 hotel room there.,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
,Is there any Hip Hop events on the 12th.,Is there any Hip Hop events on the 12th?,"Hey, do you know if there are any Hip Hop events happening on the 12th? I've been really wanting to experience something new and different.",0.0,0.0,0.0,0.0,0.27338129496402874,0.2592592592592593,0.4666666666666667,0.27338129496402874
What hotel would you like to stay at?,Quest Bella Vista. I actually want to check in on March 7th now.,What hotel would you like to stay at?,Quest Bella Vista. I actually want to check in on March 7th now.,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
"Done, its confirmed",thanks a lot,"Done, its confirmed",Thanks a lot,1.0,1.0,1.0,1.0,0.9166666666666666,0.5,0.6666666666666666,0.9166666666666666
The show is a Hip Hop event.,I like how that sounds.,The show is a Hip Hop event.,I like how that sounds.,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
,I have an upcoming trip. Can you find me one way flights?,I have found some options for your upcoming trip. Let's explore one-way flights together.,I have an upcoming trip. Can you find me one way flights?,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
Return flight arrives at 0:16 am with 1 stop.,Thanks. Will you find attractions?,Return flight arrives at 0:16 am with 1 stop.,Thanks. Will you find attractions?,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
I can also suggest Darith Khay Inc. He is a General Practitioner in San Jose.,Okay. Can you tell me the weather conditions there on the March 13th?,I can also suggest Darith Khay Inc. He is a General Practitioner in San Jose.,Okay. Can you tell me the weather conditions there on March 13th?,1.0,1.0,1.0,1.0,0.9420289855072463,0.9230769230769231,0.9607689228305227,0.9420289855072463
For what time?,For 11 in the morning.,For what time?,For 11 in the morning.,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
It leaves from Seattle-Tacoma International Airport.,Please find out if it's an overnight flight and whether it has one stop.,It leaves from Seattle-Tacoma International Airport.,"Could you please check if this flight departs from Seattle-Tacoma International Airport? Also, could you inform me if it is an overnight flight and if it includes any layovers?",1.0,1.0,1.0,1.0,0.28409090909090906,0.16216216216216217,0.2977750001912791,0.28409090909090906
"Confirmed, you got reservation.",Great help. Thank you.,"Confirmed, you got reservation.",Great help. Thank you.,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Need your confirmation to book that Citrus Salon at 4:30 pm on March 8th.,That is perfect and also get met the address details of that salon for my reference.,Need your confirmation to book that Citrus Salon at 4:30 pm on March 8th.,That is perfect and also get me the address details of that salon for my reference.,1.0,1.0,1.0,1.0,0.9880952380952381,0.8823529411764706,0.9375,0.9880952380952381
I have 10 hotels that match what you are looking for. What about Ac Hotel By Marriott Beverly Hills? It is a 2 star.,How much is it per night and what is the address?,I have 10 hotels that match what you are looking for. What about Ac Hotel By Marriott Beverly Hills? It is a 2 star.,How much is it per night and what is the address?,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
"Okay, can you confirm you'd like to rent a Standard car from Port Authority Station with a pickup on March 3rd at 4:30 pm and a drop off on March 8th?","Yup, that all sounds good to me.","Okay, can you confirm you'd like to rent a Standard car from Port Authority Station with a pickup on March 3rd at 4:30 pm and a drop off on March 8th?","Yup, that all sounds good to me.",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Confirm March 5th for 2 at 11:45 am in Daly City at Jade Dragon Restaurant.,Change to three for Tai Yuan.,Confirm March 5th for 2 at 11:45 am in Daly City at Jade Dragon Restaurant.,Change to three for Tai Yuan.,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
WHen and where would you like to pick it up?,I want to pick it up from CDMX around 09:30.,When and where would you like to pick it up?,I want to pick it up from CDMX around 09:30.,0.9772727272727273,0.8181818181818182,0.9,0.9772727272727273,1.0,1.0,1.0,1.0
Please give confirmation details: Table booking at Ancient Szechuan Restaurant in El Cerrito city on march 11th at 7 pm and the booking is for 2 people,Yes this is perfect.,Please give confirmation details: Table booking at Ancient Szechuan Restaurant in El Cerrito city on march 11th at 7 pm and the booking is for 2 people,Yes this is perfect.,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
"Sure, please confirm the details. Booking 1 flexible ticket from Las Vegas to Fresno on March 11th at 7:10 am.","Actually, change that to four people.","Sure, please confirm the details. Booking 1 flexible ticket from Las Vegas to Fresno on March 11th at 7:10 am.","Actually, change that to four people.",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
,I need a San Mateo restaurant please.,Welcome! How about trying out some fusion cuisine at a trendy restaurant in San Mateo?,I need a San Mateo restaurant please.,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
No problem. You'd like the reservation on March 10th at 6:45 pm.,"Yes, that is correct.",No problem. You'd like the reservation on March 10th at 6:45 pm.,"Yes, that is correct.",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
,Help me look for attractions I can visit. Preferable something with no entry fee.,The user is seeking attractions with no entry fee.,Can you suggest some places I can explore without spending any money?,0.0,0.0,0.0,0.0,0.2716049382716049,0.08333333333333337,0.15430334996209194,0.2716049382716049
It is considered an international event.,"I think I will pass on that. Are there any other events you can show me? I am hoping for something rock music related, but in Phoenix instead of San Diego.",It is considered an international event.,"I think I will pass on that. Are there any other events you can show me? I am hoping for something rock music related, but in Phoenix instead of San Diego.",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
This is a Pop event on 1234 West 7th Street.,Great. I would like to reserve tickets to that event.,This is a Pop event on 1234 West 7th Street.,Great! I am thrilled to secure tickets for that event.,1.0,1.0,1.0,1.0,0.6851851851851851,0.33333333333333326,0.5,0.7037037037037037
I have successfully reserved your car and the name of the car is Accord.,Thank you! Can you find me a hotel around Phoenix?,I have successfully reserved your car and the name of the car is Accord.,Thank you! Can you find me a hotel around Phoenix?,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Of course! In what area are you searching? And how many bedrooms would you want?,Petaluma is a great neighborhood. It would be great if the apartment has 2 bedrooms.,Of course! In what area are you searching? And how many bedrooms would you want?,Petaluma is a great neighborhood. It would be great if the apartment has 2 bedrooms.,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
You could check out California Automobile Museum. It's a museum.,Any other attractions besides that? I want a kid friendly wildlife spot attraction.,You could explore the California Automobile Museum. It's a fascinating museum.,Are there any other attractions apart from that? I'm looking for a wildlife spot that is kid-friendly.,0.717948717948718,0.6153846153846154,0.7627700713964739,0.717948717948718,0.48039215686274506,0.25,0.4036036763977875,0.48039215686274506
What area are you looking in?,I would like to live in Sausalito.,What area are you looking in?,I would like to live in Sausalito.,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
In which restaurant?,"In Harumi, please",In which restaurant?,"In Harumi, please",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Your are now confirmed.,What is their phone and address?,Your are now confirmed.,What is their phone and address?,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
,I want to reserve a medium-sized car on March 10th,I want to reserve a medium-sized car on March 10th,"Sure, I'd like to book a medium-sized car for March 10th. I'm excited to try out a new model!",0.0,0.0,0.0,0.0,0.3763440860215054,0.20833333333333337,0.3627381250550059,0.3763440860215054
Enjoy.,"Thanks, that's all for now.",Enjoy.,"Thanks, that's all for now.",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
How about Suburban Birds?,Is there any other options?,How about Suburban Birds?,Is there any other options? I'm really curious about exploring different options.,1.0,1.0,1.0,1.0,0.33333333333333337,0.41666666666666674,0.6454972243679028,0.33333333333333337
